Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,40,Austria,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,68444356,,,,68444356,,2443106,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2561974,,,,2561974,,932490,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,70,Bosnia Herzegovina,BIH,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7626,,,,7626,,7095,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,,,7847,,,6
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,191,Croatia,HRV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,569788,,,,569788,,182092,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,387530,,,,387530,,350337,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,233,Estonia,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18827,,,,18827,,12770,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5327,,,,5327,,3735,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1237467,,,,1237467,,472476,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17470413,,,,17470413,,5021731,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,348,Hungary,HUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2764306,,,,2764306,,680460,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,372,Ireland,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,49487,,,,49487,,27565,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,376,Israel,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,106716,,,,106716,,90019,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3391550,,,,3391550,,2196847,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,130180,,,,130180,,143764,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,280015,,,,280015,,248782,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,428,Latvia,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,59260,,,,59260,,19227,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,440,Lithuania,LTU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,107806,,,,107806,,75622,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,458,Malaysia,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,63,,,,63,,3,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,470,Malta,MLT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,185656,,,,185656,,107441,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,14,,,,14,,451,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,498,Rep. of Moldova,MDA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,46743,,,,46743,,32514,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5171848,,,,5171848,,2080124,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,568,"Other Europe, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,649075,,,,649075,,241827,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,579,Norway,NOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7200,,,,7200,,5772,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,42739335,,,,42739335,,3299395,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,620,Portugal,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,13282,,,,13282,,2730,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,642,Romania,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1687192,,,,1687192,,336907,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,688,Serbia,SRB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17120,,,,17120,,3700,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,113,,,,113,,106,,,6
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,703,Slovakia,SVK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,11651129,,,,11651129,,5522345,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,705,Slovenia,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,25972,,,,25972,,12525,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,359822,,,,359822,,329166,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,669002,,,,669002,,208748,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,804,Ukraine,UKR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,360,,,,360,,3540,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,771298,,,,771298,,243033,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1155000,,,,1155000,,921022,,,6
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,854,Burkina Faso,BFA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,25790,,,,25790,,16273,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,899,"Areas, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6508,,,,6508,,4611,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,129924519,,,,129924519,,18253051,,,6
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,40,Austria,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,30987016,,,,30987016,,1335331,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,828020,,,,828020,,444241,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,70,Bosnia Herzegovina,BIH,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40421,,,,40421,,6004,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,112,Belarus,BLR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,179636,,,,179636,,115547,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,737,,,,737,,15776,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,191,Croatia,HRV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,103410,,,,103410,,33332,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,177361,,,,177361,,153332,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40,,,,40,,308,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,45141,,,,45141,,35254,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,47872243,,,,47872243,,4074325,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,348,Hungary,HUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,618946,,,,618946,,137618,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5902559,,,,5902559,,2314283,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2365,,,,2365,,638,,,6
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,340628,,,,340628,,841168,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,428,Latvia,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,184819,,,,184819,,86311,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,440,Lithuania,LTU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,181442,,,,181442,,143855,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2000,,,,2000,,3303,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3414266,,,,3414266,,1427669,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,568,"Other Europe, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,32,,,,32,,591,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,579,Norway,NOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,69770,,,,69770,,42283,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,30827675,,,,30827675,,2147765,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,642,Romania,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18760,,,,18760,,4943,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,688,Serbia,SRB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,13700,,,,13700,,2285,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,703,Slovakia,SVK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7267926,,,,7267926,,4501363,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,705,Slovenia,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,278840,,,,278840,,25517,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,326146,,,,326146,,251992,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,159340,,,,159340,,15134,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,757,Switzerland,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,70706,,,,70706,,82927,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10330,,,,10330,,4988,,,0
H4,2016,2016,2016,4,0,1,Import,203,Czechia,CZE,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,244,,,,244,,4968,,,0
No data matches your query or your query is too complex. Request JSON or XML format for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No data matches your query or your query is too complex. Request JSON or XML format for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,2016,2016,2016,4,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,406412,,,,406412,,168854,,,0
H4,2016,2016,2016,4,0,1,Import,180,Dem. Rep. of the Congo,COD,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,500,,,,500,,330,,,0
H4,2016,2016,2016,4,0,1,Import,180,Dem. Rep. of the Congo,COD,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,106000,,,,106000,,52725,,,0
H4,2016,2016,2016,4,0,1,Import,180,Dem. Rep. of the Congo,COD,404,Kenya,KEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,114743,,,,114743,,15139,,,0
H4,2016,2016,2016,4,0,1,Import,180,Dem. Rep. of the Congo,COD,702,Singapore,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,53684,,,,53684,,30157,,,0
H4,2016,2016,2016,4,0,1,Import,180,Dem. Rep. of the Congo,COD,764,Thailand,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20000,,,,20000,,9070,,,0
H4,2016,2016,2016,4,0,1,Import,180,Dem. Rep. of the Congo,COD,784,United Arab Emirates,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,100,,,,100,,86,,,0
H4,2016,2016,2016,4,0,1,Import,180,Dem. Rep. of the Congo,COD,800,Uganda,UGA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,111325,,,,111325,,61142,,,0
H4,2016,2016,2016,4,0,1,Import,180,Dem. Rep. of the Congo,COD,894,Zambia,ZMB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,60,,,,60,,201,,,0
H4,2017,2017,2017,4,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,535794,,,,535794,,206464,,,0
H4,2017,2017,2017,4,0,1,Import,180,Dem. Rep. of the Congo,COD,24,Angola,AGO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,24658,,,,24658,,15087,,,0
H4,2017,2017,2017,4,0,1,Import,180,Dem. Rep. of the Congo,COD,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,65330,,,,65330,,23381,,,0
H4,2017,2017,2017,4,0,1,Import,180,Dem. Rep. of the Congo,COD,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,273264,,,,273264,,118321,,,0
H4,2017,2017,2017,4,0,1,Import,180,Dem. Rep. of the Congo,COD,384,Côte d'Ivoire,CIV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,52000,,,,52000,,14325,,,0
H4,2017,2017,2017,4,0,1,Import,180,Dem. Rep. of the Congo,COD,404,Kenya,KEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,43322,,,,43322,,3763,,,0
H4,2017,2017,2017,4,0,1,Import,180,Dem. Rep. of the Congo,COD,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4590,,,,4590,,1213,,,0
H4,2017,2017,2017,4,0,1,Import,180,Dem. Rep. of the Congo,COD,710,South Africa,ZAF,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7912,,,,7912,,3768,,,0
H4,2017,2017,2017,4,0,1,Import,180,Dem. Rep. of the Congo,COD,784,United Arab Emirates,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4812,,,,4812,,50,,,0
H4,2017,2017,2017,4,0,1,Import,180,Dem. Rep. of the Congo,COD,792,Turkey,TUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19,,,,19,,200,,,0
H4,2017,2017,2017,4,0,1,Import,180,Dem. Rep. of the Congo,COD,800,Uganda,UGA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,59887,,,,59887,,26352,,,0
H4,2018,2018,2018,4,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,472935,,,,472935,,149089,,,0
H4,2018,2018,2018,4,0,1,Import,180,Dem. Rep. of the Congo,COD,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,445587,,,,445587,,135549,,,0
H4,2018,2018,2018,4,0,1,Import,180,Dem. Rep. of the Congo,COD,384,Côte d'Ivoire,CIV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,22000,,,,22000,,7186,,,0
H4,2018,2018,2018,4,0,1,Import,180,Dem. Rep. of the Congo,COD,404,Kenya,KEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1056,,,,1056,,1647,,,0
H4,2018,2018,2018,4,0,1,Import,180,Dem. Rep. of the Congo,COD,422,Lebanon,LBN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,55,,,,55,,506,,,0
H4,2018,2018,2018,4,0,1,Import,180,Dem. Rep. of the Congo,COD,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2917,,,,2917,,595,,,0
H4,2018,2018,2018,4,0,1,Import,180,Dem. Rep. of the Congo,COD,784,United Arab Emirates,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,270,,,,270,,1705,,,0
H4,2018,2018,2018,4,0,1,Import,180,Dem. Rep. of the Congo,COD,800,Uganda,UGA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,50,,,,50,,425,,,0
H4,2018,2018,2018,4,0,1,Import,180,Dem. Rep. of the Congo,COD,894,Zambia,ZMB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1000,,,,1000,,1471,,,0
H4,2019,2019,2019,4,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16973,,,,16973,,5739,,,0
H4,2019,2019,2019,4,0,1,Import,180,Dem. Rep. of the Congo,COD,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,8,,,,8,,379,,,0
H4,2019,2019,2019,4,0,1,Import,180,Dem. Rep. of the Congo,COD,404,Kenya,KEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12010,,,,12010,,4434,,,0
H4,2019,2019,2019,4,0,1,Import,180,Dem. Rep. of the Congo,COD,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3095,,,,3095,,497,,,0
H4,2019,2019,2019,4,0,1,Import,180,Dem. Rep. of the Congo,COD,710,South Africa,ZAF,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,60,,,,60,,213,,,0
H4,2019,2019,2019,4,0,1,Import,180,Dem. Rep. of the Congo,COD,784,United Arab Emirates,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1800,,,,1800,,214,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,36058613,,,,,,22968744,,,6
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,40,Austria,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,957660,,,,957660,,903492,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,124067,,,,124067,,139428,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1118,,,,1118,,2040,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,233,Estonia,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,204936,,,,204936,,129071,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,234,Faeroe Isds,FRO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,234656,,,,234656,,31474,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,253436,,,,253436,,197484,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,599332,,,,599332,,508210,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16904479,,,,16904479,,12939569,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,304,Greenland,GRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,82000,,,,82000,,10735,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,352,Iceland,ISL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,58426,,,,58426,,16114,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,364,Iran,IRN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,50,,,,50,,53,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,372,Ireland,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,42480,,,,42480,,29764,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,24997,,,,24997,,25006,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,84,,,,84,,746,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2805,,,,,,1681,,,6
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,428,Latvia,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1158352,,,,1158352,,1160052,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,440,Lithuania,LTU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12740,,,,12740,,9358,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1937563,,,,1937563,,1758112,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,579,Norway,NOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7137690,,,,7137690,,887666,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,439993,,,,439993,,245474,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,710,South Africa,ZAF,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,133260,,,,133260,,16162,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,22965,,,,22965,,23254,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4183870,,,,4183870,,3149468,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,757,Switzerland,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1,,,,1,,132,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,804,Ukraine,UKR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,280,,,,280,,304,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1415741,,,,1415741,,768842,,,0
H5,2017,2017,2017,4,0,1,Import,208,Denmark,DNK,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,125632,,,,125632,,15041,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,83852242,,,,83852242,,20576544,,,6
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,40,Austria,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,784774,,,,784774,,756493,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2757092,,,,2757092,,73706,,,0
