Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,4,0,1,Import,699,India,IND,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,867955,,,,867955,,450191,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,740,Suriname,SUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,26000,,,,26000,,16406,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,77000,,,,77000,,38741,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,764,Thailand,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40000,,,,40000,,104079,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,784,United Arab Emirates,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3295971,,,,3295971,,1787789,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,792,Turkey,TUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,71000,,,,71000,,35770,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7607497,,,,7607497,,3193040,,,6
H5,2017,2017,2017,4,0,1,Import,699,India,IND,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,65493943,,,,65493943,,31175501,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,858,Uruguay,URY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,13000,,,,13000,,4656,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,887,Yemen,YEM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,101000,,,,101000,,62569,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,193040513,,,,193040513,,68918429,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,36,Australia,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,75000,,,,75000,,21409,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,48,Bahrain,BHR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,66000,,,,66000,,34555,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,50,Bangladesh,BGD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5,,,,5,,86,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,14727961,,,,14727961,,5519733,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,100,Bulgaria,BGR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,67000,,,,67000,,31861,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,124,Canada,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7549879,,,,7549879,,2442955,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,144,Sri Lanka,LKA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12650,,,,12650,,8047,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,152,Chile,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,786000,,,,786000,,300719,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,185975,,,,185975,,138372,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,242,Fiji,FJI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,28000,,,,28000,,9650,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2449390,,,,2449390,,665543,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,51664970,,,,51664970,,18117919,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,344,"China, Hong Kong SAR",HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19000,,,,19000,,8599,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,360,Indonesia,IDN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,41930,,,,41930,,27683,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,376,Israel,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,88740,,,,88740,,41750,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,889476,,,,889476,,327120,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,274530,,,,274530,,114077,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,37391,,,,37391,,15213,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,414,Kuwait,KWT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,136000,,,,136000,,92868,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,428,Latvia,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4000,,,,4000,,1989,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,458,Malaysia,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10547,,,,10547,,6868,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,480,Mauritius,MUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,23280,,,,23280,,8208,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,484,Mexico,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,94000,,,,94000,,40270,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,89420,,,,89420,,57255,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,504,Morocco,MAR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,56680,,,,56680,,20771,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,512,Oman,OMN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,159000,,,,159000,,114938,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12730365,,,,12730365,,4366760,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,554,New Zealand,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,269000,,,,269000,,144438,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12633830,,,,12633830,,3967343,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,620,Portugal,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,198320,,,,198320,,75207,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,634,Qatar,QAT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,675680,,,,675680,,460106,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,643,Russian Federation,RUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,42300,,,,42300,,20144,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,682,Saudi Arabia,SAU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1115000,,,,1115000,,465522,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,702,Singapore,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,409800,,,,409800,,162865,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,705,Slovenia,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1445080,,,,1445080,,542233,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,710,South Africa,ZAF,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,26000,,,,26000,,12384,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1391980,,,,1391980,,509254,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,133550,,,,133550,,63341,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,764,Thailand,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,11000,,,,11000,,4404,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,780,Trinidad and Tobago,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,53557,,,,53557,,20361,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,784,United Arab Emirates,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3783812,,,,3783812,,2307830,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,800,Uganda,UGA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,115000,,,,115000,,42648,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7336150,,,,7336150,,2338802,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,70825265,,,,70825265,,25138566,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,899,"Areas, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,308000,,,,308000,,107737,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,145051746,,,,145051746,,53841629,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,36,Australia,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,191000,,,,191000,,80083,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,48,Bahrain,BHR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,73000,,,,73000,,41708,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,14044360,,,,14044360,,5348576,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,124,Canada,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5808296,,,,5808296,,2013329,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,144,Sri Lanka,LKA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19000,,,,19000,,7158,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,152,Chile,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,982720,,,,982720,,340791,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17418,,,,17418,,21531,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1235,,,,1235,,486,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,579351,,,,579351,,173434,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,38106325,,,,38106325,,15014497,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,344,"China, Hong Kong SAR",HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,330,,,,330,,196,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,348,Hungary,HUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20,,,,20,,1011,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,376,Israel,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,111000,,,,111000,,41591,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,375000,,,,375000,,116855,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,300,,,,300,,2599,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,900,,,,900,,304,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,414,Kuwait,KWT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,9000,,,,9000,,4023,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,458,Malaysia,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,29,,,,29,,382,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,480,Mauritius,MUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,42780,,,,42780,,15496,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,300,,,,300,,646,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,504,Morocco,MAR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19000,,,,19000,,6142,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,512,Oman,OMN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,75000,,,,75000,,43057,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,11421430,,,,11421430,,4083397,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,554,New Zealand,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,47000,,,,47000,,17083,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,558,Nicaragua,NIC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40243,,,,40243,,6882,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5294672,,,,5294672,,1786085,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,620,Portugal,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,705340,,,,705340,,276534,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,634,Qatar,QAT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,172000,,,,172000,,92163,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,682,Saudi Arabia,SAU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,60000,,,,60000,,34866,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,702,Singapore,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,246000,,,,246000,,80254,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,705,Slovenia,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3374340,,,,3374340,,1319299,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,697220,,,,697220,,262310,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,780,Trinidad and Tobago,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,15000,,,,15000,,9952,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,784,United Arab Emirates,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2583976,,,,2583976,,1260511,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2256883,,,,2256883,,707003,,,0
H5,2019,2019,2019,4,0,1,Import,699,India,IND,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,57681278,,,,57681278,,20631376,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,166859268,,,,166859268,,79741561,,,6
H4,2016,2016,2016,4,0,1,Import,699,India,IND,10,Antarctica,ATA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1300,,,,1300,,1013,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,44,Bahamas,BHS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,48058,,,,48058,,13157,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,48,Bahrain,BHR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,96225,,,,96225,,42764,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,15328750,,,,15328750,,8197604,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,76,Brazil,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1,,,,1,,1,,,6
H4,2016,2016,2016,4,0,1,Import,699,India,IND,112,Belarus,BLR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17472,,,,17472,,9852,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,124,Canada,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4248137,,,,4248137,,1899324,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,144,Sri Lanka,LKA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,521300,,,,521300,,173691,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,80977,,,,80977,,42235,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,191,Croatia,HRV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,60200,,,,60200,,27034,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,196,Cyprus,CYP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,436840,,,,436840,,145541,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,203,Czechia,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,193000,,,,193000,,123948,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,111620,,,,111620,,47008,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,107320,,,,107320,,51978,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2132880,,,,2132880,,896166,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,30239335,,,,30239335,,17498034,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,288,Ghana,GHA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,101600,,,,101600,,55458,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,320,Guatemala,GTM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,23000,,,,23000,,11839,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,344,"China, Hong Kong SAR",HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1100,,,,1100,,263,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,372,Ireland,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,45040,,,,45040,,19575,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,376,Israel,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,104000,,,,104000,,47942,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1027240,,,,1027240,,263938,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,116930,,,,116930,,48473,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,400,Jordan,JOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,113306,,,,113306,,64114,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,351332,,,,351332,,107615,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,414,Kuwait,KWT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,352770,,,,352770,,109926,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,428,Latvia,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,77000,,,,77000,,44059,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,458,Malaysia,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,120354,,,,120354,,16633,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,462,Maldives,MDV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,37000,,,,37000,,9649,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,470,Malta,MLT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,50900,,,,50900,,21989,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,480,Mauritius,MUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,284651,,,,284651,,138940,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,484,Mexico,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,43000,,,,43000,,19987,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19067,,,,19067,,8645,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,504,Morocco,MAR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,225000,,,,225000,,121182,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,512,Oman,OMN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,273860,,,,273860,,177080,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,524,Nepal,NPL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1324681,,,,1324681,,214994,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10513260,,,,10513260,,5750912,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,554,New Zealand,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,148330,,,,148330,,80198,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,566,Nigeria,NGA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,160148,,,,160148,,74560,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,586,Pakistan,PAK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,50000,,,,50000,,31585,,,0
H4,2016,2016,2016,4,0,1,Import,699,India,IND,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4503970,,,,4503970,,2220186,,,0
